time_s,envelope
0.000000000,2.828269
0.000113379,2.823077
0.000226757,2.817871
0.000340136,2.812651
0.000453515,2.807420
0.000566893,2.802175
0.000680272,2.796920
0.000793651,2.791655
0.000907029,2.786379
0.001020408,2.781095
0.001133787,2.775802
0.001247166,2.770501
0.001360544,2.765193
0.001473923,2.759879
0.001587302,2.754560
0.001700680,2.749234
0.001814059,2.743905
0.001927438,2.738571
0.002040816,2.733234
0.002154195,2.727894
0.002267574,2.722552
0.002380952,2.717208
0.002494331,2.711863
0.002607710,2.706517
0.002721088,2.701172
0.002834467,2.695827
0.002947846,2.690482
0.003061224,2.685140
0.003174603,2.679799
0.003287982,2.674461
0.003401361,2.669126
0.003514739,2.663795
0.003628118,2.658467
0.003741497,2.653144
0.003854875,2.647826
0.003968254,2.642513
0.004081633,2.637207
0.004195011,2.631906
0.004308390,2.626613
0.004421769,2.621327
0.004535147,2.616048
0.004648526,2.610778
0.004761905,2.605516
0.004875283,2.600263
0.004988662,2.595020
0.005102041,2.589786
0.005215420,2.584563
0.005328798,2.579351
0.005442177,2.574149
0.005555556,2.568960
0.005668934,2.563782
0.005782313,2.558617
0.005895692,2.553464
0.006009070,2.548324
0.006122449,2.543198
0.006235828,2.538086
0.006349206,2.532988
0.006462585,2.527904
0.006575964,2.522835
0.006689342,2.517782
0.006802721,2.512744
0.006916100,2.507722
0.007029478,2.502717
0.007142857,2.497727
0.007256236,2.492755
0.007369615,2.487800
0.007482993,2.482863
0.007596372,2.477943
0.007709751,2.473042
0.007823129,2.468158
0.007936508,2.463294
0.008049887,2.458449
0.008163265,2.453623
0.008276644,2.448816
0.008390023,2.444029
0.008503401,2.439262
0.008616780,2.434516
0.008730159,2.429790
0.008843537,2.425085
0.008956916,2.420401
0.009070295,2.415739
0.009183673,2.411098
0.009297052,2.406479
0.009410431,2.401882
0.009523810,2.397307
0.009637188,2.392755
0.009750567,2.388225
0.009863946,2.383719
0.009977324,2.379236
0.010090703,2.374776
0.010204082,2.370340
0.010317460,2.365928
0.010430839,2.361539
0.010544218,2.357176
0.010657596,2.352836
0.010770975,2.348522
0.010884354,2.344232
0.010997732,2.339968
0.011111111,2.335729
0.011224490,2.331515
0.011337868,2.327327
0.011451247,2.323166
0.011564626,2.319030
0.011678005,2.314921
0.011791383,2.310838
0.011904762,2.306782
0.012018141,2.302753
0.012131519,2.298751
0.012244898,2.294776
0.012358277,2.290829
0.012471655,2.286909
0.012585034,2.283017
0.012698413,2.279153
0.012811791,2.275317
0.012925170,2.271509
0.013038549,2.267729
0.013151927,2.263978
0.013265306,2.260255
0.013378685,2.256561
0.013492063,2.252895
0.013605442,2.249259
0.013718821,2.245651
0.013832200,2.242073
0.013945578,2.238523
0.014058957,2.235003
0.014172336,2.231513
0.014285714,2.228052
0.014399093,2.224620
0.014512472,2.221218
0.014625850,2.217845
0.014739229,2.214503
0.014852608,2.211190
0.014965986,2.207907
0.015079365,2.204654
0.015192744,2.201431
0.015306122,2.198238
0.015419501,2.195076
0.015532880,2.191943
0.015646259,2.188841
0.015759637,2.185769
0.015873016,2.182727
0.015986395,2.179715
0.016099773,2.176734
0.016213152,2.173784
0.016326531,2.170863
0.016439909,2.167974
0.016553288,2.165115
0.016666667,2.162287
0.016780045,2.159489
0.016893424,2.156722
0.017006803,2.153985
0.017120181,2.151279
0.017233560,2.148604
0.017346939,2.145960
0.017460317,2.143347
0.017573696,2.140764
0.017687075,2.138212
0.017800454,2.135690
0.017913832,2.133199
0.018027211,2.130739
0.018140590,2.128310
0.018253968,2.125911
0.018367347,2.123542
0.018480726,2.121204
0.018594104,2.118897
0.018707483,2.116620
0.018820862,2.114373
0.018934240,2.112157
0.019047619,2.109971
0.019160998,2.107815
0.019274376,2.105689
0.019387755,2.103594
0.019501134,2.101528
0.019614512,2.099492
0.019727891,2.097486
0.019841270,2.095509
0.019954649,2.093562
0.020068027,2.091645
0.020181406,2.089757
0.020294785,2.087898
0.020408163,2.086069
0.020521542,2.084268
0.020634921,2.082497
0.020748299,2.080754
0.020861678,2.079041
0.020975057,2.077355
0.021088435,2.075699
0.021201814,2.074071
0.021315193,2.072471
0.021428571,2.070900
0.021541950,2.069357
0.021655329,2.067841
0.021768707,2.066354
0.021882086,2.064895
0.021995465,2.063463
0.022108844,2.062059
0.022222222,2.060682
0.022335601,2.059333
0.022448980,2.058011
0.022562358,2.056716
0.022675737,2.055449
0.022789116,2.054208
0.022902494,2.052994
0.023015873,2.051807
0.023129252,2.050646
0.023242630,2.049512
0.023356009,2.048404
0.023469388,2.047322
0.023582766,2.046267
0.023696145,2.045237
0.023809524,2.044233
0.023922902,2.043254
0.024036281,2.042301
0.024149660,2.041374
0.024263039,2.040471
0.024376417,2.039594
0.024489796,2.038742
0.024603175,2.037914
0.024716553,2.037111
0.024829932,2.036332
0.024943311,2.035578
0.025056689,2.034847
0.025170068,2.034141
0.025283447,2.033458
0.025396825,2.032800
0.025510204,2.032164
0.025623583,2.031552
0.025736961,2.030963
0.025850340,2.030398
0.025963719,2.029855
0.026077098,2.029335
0.026190476,2.028838
0.026303855,2.028363
0.026417234,2.027911
0.026530612,2.027481
0.026643991,2.027073
0.026757370,2.026687
0.026870748,2.026323
0.026984127,2.025981
0.027097506,2.025661
0.027210884,2.025362
0.027324263,2.025085
0.027437642,2.024830
0.027551020,2.024596
0.027664399,2.024383
0.027777778,2.024191
0.027891156,2.024020
0.028004535,2.023870
0.028117914,2.023741
0.028231293,2.023633
0.028344671,2.023546
0.028458050,2.023479
0.028571429,2.023433
0.028684807,2.023407
0.028798186,2.023401
0.028911565,2.023416
0.029024943,2.023450
0.029138322,2.023505
0.029251701,2.023579
0.029365079,2.023674
0.029478458,2.023788
0.029591837,2.023921
0.029705215,2.024075
0.029818594,2.024248
0.029931973,2.024440
0.030045351,2.024651
0.030158730,2.024881
0.030272109,2.025131
0.030385488,2.025399
0.030498866,2.025686
0.030612245,2.025992
0.030725624,2.026316
0.030839002,2.026659
0.030952381,2.027020
0.031065760,2.027400
0.031179138,2.027797
0.031292517,2.028213
0.031405896,2.028647
0.031519274,2.029098
0.031632653,2.029568
0.031746032,2.030055
0.031859410,2.030560
0.031972789,2.031082
0.032086168,2.031621
0.032199546,2.032178
0.032312925,2.032753
0.032426304,2.033344
0.032539683,2.033952
0.032653061,2.034578
0.032766440,2.035220
0.032879819,2.035879
0.032993197,2.036555
0.033106576,2.037248
0.033219955,2.037957
0.033333333,2.038682
0.033446712,2.039424
0.033560091,2.040183
0.033673469,2.040958
0.033786848,2.041749
0.033900227,2.042556
0.034013605,2.043379
0.034126984,2.044218
0.034240363,2.045073
0.034353741,2.045944
0.034467120,2.046831
0.034580499,2.047734
0.034693878,2.048651
0.034807256,2.049585
0.034920635,2.050534
0.035034014,2.051497
0.035147392,2.052477
0.035260771,2.053471
0.035374150,2.054480
0.035487528,2.055504
0.035600907,2.056542
0.035714286,2.057595
0.035827664,2.058663
0.035941043,2.059745
0.036054422,2.060841
0.036167800,2.061950
0.036281179,2.063074
0.036394558,2.064211
0.036507937,2.065362
0.036621315,2.066527
0.036734694,2.067705
0.036848073,2.068896
0.036961451,2.070099
0.037074830,2.071316
0.037188209,2.072546
0.037301587,2.073788
0.037414966,2.075043
0.037528345,2.076310
0.037641723,2.077589
0.037755102,2.078881
