label,5_c_100_p
time_s,envelope_detrended
0.000000000,-0.385907
0.000113379,-0.382658
0.000226757,-0.379394
0.000340136,-0.376116
0.000453515,-0.372824
0.000566893,-0.369518
0.000680272,-0.366199
0.000793651,-0.362868
0.000907029,-0.359524
0.001020408,-0.356167
0.001133787,-0.352799
0.001247166,-0.349419
0.001360544,-0.346028
0.001473923,-0.342626
0.001587302,-0.339213
0.001700680,-0.335790
0.001814059,-0.332356
0.001927438,-0.328913
0.002040816,-0.325461
0.002154195,-0.321999
0.002267574,-0.318529
0.002380952,-0.315049
0.002494331,-0.311562
0.002607710,-0.308066
0.002721088,-0.304562
0.002834467,-0.301051
0.002947846,-0.297532
0.003061224,-0.294007
0.003174603,-0.290474
0.003287982,-0.286935
0.003401361,-0.283390
0.003514739,-0.279839
0.003628118,-0.276282
0.003741497,-0.272719
0.003854875,-0.269151
0.003968254,-0.265578
0.004081633,-0.262000
0.004195011,-0.258417
0.004308390,-0.254830
0.004421769,-0.251239
0.004535147,-0.247644
0.004648526,-0.244046
0.004761905,-0.240444
0.004875283,-0.236838
0.004988662,-0.233230
0.005102041,-0.229619
0.005215420,-0.226005
0.005328798,-0.222388
0.005442177,-0.218770
0.005555556,-0.215150
0.005668934,-0.211527
0.005782313,-0.207904
0.005895692,-0.204278
0.006009070,-0.200652
0.006122449,-0.197024
0.006235828,-0.193396
0.006349206,-0.189767
0.006462585,-0.186137
0.006575964,-0.182507
0.006689342,-0.178877
0.006802721,-0.175247
0.006916100,-0.171616
0.007029478,-0.167987
0.007142857,-0.164357
0.007256236,-0.160728
0.007369615,-0.157100
0.007482993,-0.153473
0.007596372,-0.149846
0.007709751,-0.146221
0.007823129,-0.142597
0.007936508,-0.138975
0.008049887,-0.135354
0.008163265,-0.131735
0.008276644,-0.128118
0.008390023,-0.124502
0.008503401,-0.120889
0.008616780,-0.117278
0.008730159,-0.113669
0.008843537,-0.110063
0.008956916,-0.106459
0.009070295,-0.102858
0.009183673,-0.099260
0.009297052,-0.095665
0.009410431,-0.092073
0.009523810,-0.088484
0.009637188,-0.084899
0.009750567,-0.081317
0.009863946,-0.077739
0.009977324,-0.074164
0.010090703,-0.070594
0.010204082,-0.067027
0.010317460,-0.063465
0.010430839,-0.059907
0.010544218,-0.056353
0.010657596,-0.052804
0.010770975,-0.049259
0.010884354,-0.045719
0.010997732,-0.042183
0.011111111,-0.038653
0.011224490,-0.035128
0.011337868,-0.031608
0.011451247,-0.028093
0.011564626,-0.024583
0.011678005,-0.021079
0.011791383,-0.017580
0.011904762,-0.014087
0.012018141,-0.010599
0.012131519,-0.007118
0.012244898,-0.003642
0.012358277,-0.000172
0.012471655,0.003292
0.012585034,0.006749
0.012698413,0.010201
0.012811791,0.013646
0.012925170,0.017085
0.013038549,0.020518
0.013151927,0.023944
0.013265306,0.027363
0.013378685,0.030776
0.013492063,0.034182
0.013605442,0.037581
0.013718821,0.040974
0.013832200,0.044360
0.013945578,0.047738
0.014058957,0.051110
0.014172336,0.054474
0.014285714,0.057832
0.014399093,0.061182
0.014512472,0.064525
0.014625850,0.067860
0.014739229,0.071189
0.014852608,0.074509
0.014965986,0.077822
0.015079365,0.081128
0.015192744,0.084425
0.015306122,0.087716
0.015419501,0.090998
0.015532880,0.094272
0.015646259,0.097538
0.015759637,0.100797
0.015873016,0.104047
0.015986395,0.107289
0.016099773,0.110523
0.016213152,0.113749
0.016326531,0.116967
0.016439909,0.120176
0.016553288,0.123377
0.016666667,0.126569
0.016780045,0.129753
0.016893424,0.132928
0.017006803,0.136094
0.017120181,0.139252
0.017233560,0.142402
0.017346939,0.145542
0.017460317,0.148674
0.017573696,0.151797
0.017687075,0.154911
0.017800454,0.158016
0.017913832,0.161112
0.018027211,0.164200
0.018140590,0.167278
0.018253968,0.170347
0.018367347,0.173408
0.018480726,0.176459
0.018594104,0.179501
0.018707483,0.182535
0.018820862,0.185559
0.018934240,0.188574
0.019047619,0.191580
0.019160998,0.194577
0.019274376,0.197564
0.019387755,0.200543
0.019501134,0.203512
0.019614512,0.206473
0.019727891,0.209424
0.019841270,0.212366
0.019954649,0.215298
0.020068027,0.218222
0.020181406,0.221136
0.020294785,0.224041
0.020408163,0.226937
0.020521542,0.229823
0.020634921,0.232700
0.020748299,0.235568
0.020861678,0.238426
0.020975057,0.241275
0.021088435,0.244115
0.021201814,0.246946
0.021315193,0.249767
0.021428571,0.252578
0.021541950,0.255380
0.021655329,0.258173
0.021768707,0.260956
0.021882086,0.263730
0.021995465,0.266495
0.022108844,0.269250
0.022222222,0.271995
0.022335601,0.274731
0.022448980,0.277457
0.022562358,0.280174
0.022675737,0.282882
0.022789116,0.285579
0.022902494,0.288268
0.023015873,0.290947
0.023129252,0.293616
0.023242630,0.296276
0.023356009,0.298927
0.023469388,0.301568
0.023582766,0.304199
0.023696145,0.306822
0.023809524,0.309434
0.023922902,0.312038
0.024036281,0.314632
0.024149660,0.317216
0.024263039,0.319792
0.024376417,0.322358
0.024489796,0.324915
0.024603175,0.327462
0.024716553,0.330001
0.024829932,0.332530
0.024943311,0.335050
0.025056689,0.337561
0.025170068,0.340062
0.025283447,0.342555
0.025396825,0.345039
0.025510204,0.347513
0.025623583,0.349979
0.025736961,0.352436
0.025850340,0.354883
0.025963719,0.357322
0.026077098,0.359752
0.026190476,0.362173
0.026303855,0.364585
0.026417234,0.366988
0.026530612,0.369383
0.026643991,0.371769
0.026757370,0.374146
0.026870748,0.376514
0.026984127,0.378873
0.027097506,0.381224
0.027210884,0.383566
0.027324263,0.385899
0.027437642,0.388224
0.027551020,0.390540
0.027664399,0.392848
0.027777778,0.395147
0.027891156,0.397437
0.028004535,0.399719
0.028117914,0.401993
0.028231293,0.404258
0.028344671,0.406514
0.028458050,0.408763
0.028571429,0.411003
0.028684807,0.413235
0.028798186,0.415458
0.028911565,0.417674
0.029024943,0.419881
0.029138322,0.422080
0.029251701,0.424272
0.029365079,0.426455
0.029478458,0.428630
0.029591837,0.430798
0.029705215,0.432957
0.029818594,0.435109
0.029931973,0.437254
0.030045351,0.439390
0.030158730,0.441519
0.030272109,0.443641
0.030385488,0.445755
0.030498866,0.447862
0.030612245,0.449961
0.030725624,0.452053
0.030839002,0.454138
0.030952381,0.456216
0.031065760,0.458287
0.031179138,0.460350
0.031292517,0.462407
0.031405896,0.464457
0.031519274,0.466499
0.031632653,0.468535
0.031746032,0.470564
0.031859410,0.472587
0.031972789,0.474603
0.032086168,0.476612
0.032199546,0.478614
0.032312925,0.480610
0.032426304,0.482599
0.032539683,0.484582
0.032653061,0.486559
0.032766440,0.488529
0.032879819,0.490492
0.032993197,0.492450
0.033106576,0.494401
0.033219955,0.496346
0.033333333,0.498285
0.033446712,0.500218
0.033560091,0.502144
0.033673469,0.504065
0.033786848,0.505979
0.033900227,0.507888
0.034013605,0.509791
0.034126984,0.511688
0.034240363,0.513579
0.034353741,0.515464
0.034467120,0.517344
0.034580499,0.519218
0.034693878,0.521087
0.034807256,0.522950
0.034920635,0.524807
0.035034014,0.526659
0.035147392,0.528506
0.035260771,0.530348
0.035374150,0.532184
0.035487528,0.534015
0.035600907,0.535841
0.035714286,0.537662
0.035827664,0.539478
0.035941043,0.541289
0.036054422,0.543095
0.036167800,0.544896
0.036281179,0.546692
0.036394558,0.548484
0.036507937,0.550271
0.036621315,0.552054
0.036734694,0.553832
0.036848073,0.555605
0.036961451,0.557374
0.037074830,0.559139
0.037188209,0.560899
0.037301587,0.562655
0.037414966,0.564406
0.037528345,0.566154
0.037641723,0.567897
0.037755102,0.569636
0.037868481,0.571370
0.037981859,0.573101
0.038095238,0.574827
0.038208617,0.576550
0.038321995,0.578268
0.038435374,0.579983
0.038548753,0.581693
0.038662132,0.583400
0.038775510,0.585103
0.038888889,0.586802
0.039002268,0.588497
0.039115646,0.590189
0.039229025,0.591877
0.039342404,0.593561
0.039455782,0.595241
0.039569161,0.596919
0.039682540,0.598592
0.039795918,0.600262
0.039909297,0.601929
0.040022676,0.603592
0.040136054,0.605251
0.040249433,0.606908
0.040362812,0.608561
0.040476190,0.610211
0.040589569,0.611858
0.040702948,0.613501
0.040816327,0.615142
0.040929705,0.616779
0.041043084,0.618414
0.041156463,0.620046
0.041269841,0.621674
0.041383220,0.623300
0.041496599,0.624924
0.041609977,0.626544
0.041723356,0.628162
0.041836735,0.629777
0.041950113,0.631390
0.042063492,0.633000
0.042176871,0.634608
0.042290249,0.636213
0.042403628,0.637816
0.042517007,0.639416
0.042630385,0.641014
0.042743764,0.642610
0.042857143,0.644203
0.042970522,0.645794
0.043083900,0.647383
0.043197279,0.648969
0.043310658,0.650554
0.043424036,0.652136
0.043537415,0.653716
0.043650794,0.655293
0.043764172,0.656869
0.043877551,0.658442
0.043990930,0.660013
0.044104308,0.661582
0.044217687,0.663148
0.044331066,0.664712
0.044444444,0.666275
0.044557823,0.667835
0.044671202,0.669393
0.044784580,0.670948
0.044897959,0.672502
0.045011338,0.674053
0.045124717,0.675602
0.045238095,0.677149
0.045351474,0.678693
0.045464853,0.680236
0.045578231,0.681776
0.045691610,0.683314
0.045804989,0.684850
0.045918367,0.686384
0.046031746,0.687916
0.046145125,0.689445
0.046258503,0.690973
0.046371882,0.692498
0.046485261,0.694021
0.046598639,0.695543
0.046712018,0.697062
0.046825397,0.698579
0.046938776,0.700093
0.047052154,0.701606
0.047165533,0.703117
0.047278912,0.704626
0.047392290,0.706133
0.047505669,0.707637
0.047619048,0.709140
0.047732426,0.710641
0.047845805,0.712140
0.047959184,0.713636
0.048072562,0.715131
0.048185941,0.716624
0.048299320,0.718115
0.048412698,0.719604
0.048526077,0.721090
0.048639456,0.722575
0.048752834,0.724057
0.048866213,0.725538
0.048979592,0.727016
0.049092971,0.728492
0.049206349,0.729966
0.049319728,0.731438
0.049433107,0.732908
0.049546485,0.734375
0.049659864,0.735840
0.049773243,0.737303
0.049886621,0.738763
0.050000000,0.740221
0.050113379,0.741677
0.050226757,0.743131
0.050340136,0.744582
0.050453515,0.746030
0.050566893,0.747476
0.050680272,0.748920
0.050793651,0.750361
0.050907029,0.751799
0.051020408,0.753235
0.051133787,0.754668
0.051247166,0.756098
0.051360544,0.757525
0.051473923,0.758950
0.051587302,0.760372
0.051700680,0.761791
0.051814059,0.763207
0.051927438,0.764620
0.052040816,0.766030
0.052154195,0.767438
0.052267574,0.768842
0.052380952,0.770243
0.052494331,0.771641
0.052607710,0.773035
0.052721088,0.774427
0.052834467,0.775815
0.052947846,0.777200
0.053061224,0.778582
0.053174603,0.779960
0.053287982,0.781334
0.053401361,0.782706
0.053514739,0.784073
0.053628118,0.785437
0.053741497,0.786798
0.053854875,0.788154
0.053968254,0.789506
